Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,PosÿSummary
FernandoÿAbad*\abadfe01,31,BOS,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JoseÿAbreu\abreujo02,30,CHW,AL,156,675,621,95,189,43,6,33,102,3,0,35,119,0.304,0.354,0.552,0.906,141,343,21,15,0,4,6,*3D
CristhianÿAdames#\adamecr01,25,COL,NL,12,14,13,1,0,0,0,0,0,0,0,1,6,0,0.071,0,0.071,-80,0,0,0,0,0,0,/346
AustinÿL.ÿAdams\adamsau02,26,WSN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
LaneÿAdams\adamsla01,27,ATL,NL,85,122,109,19,30,4,1,5,20,10,0,10,37,0.275,0.339,0.468,0.807,109,51,3,1,1,1,0,78/9
MattÿAdams*\adamsma01,28,TOT,NL,131,367,339,46,93,22,1,20,65,0,0,23,88,0.274,0.319,0.522,0.841,115,177,5,1,0,4,5,37/D
MattÿAdams*\adamsma01,28,STL,NL,31,53,48,4,14,2,0,1,7,0,0,4,17,0.292,0.34,0.396,0.735,94,19,0,0,0,1,0,/73D
MattÿAdams*\adamsma01,28,ATL,NL,100,314,291,42,79,20,1,19,58,0,0,19,71,0.271,0.315,0.543,0.858,119,158,5,1,0,3,5,37
JimÿAdduci*\adducji02,32,DET,AL,29,93,83,14,20,6,2,1,10,1,1,10,27,0.241,0.323,0.398,0.72,91,33,1,0,0,0,0,9/D
TimÿAdleman\adlemti01,29,CIN,NL,27,32,29,0,3,1,0,0,2,0,0,0,10,0.103,0.103,0.138,0.241,-38,4,0,0,3,0,0,1
EhireÿAdrianza#\adriaeh01,27,MIN,AL,70,186,162,30,43,9,2,2,24,8,1,16,25,0.265,0.324,0.383,0.707,89,62,0,1,1,6,1,67/453D
JesusÿAguilar\aguilje01,27,MIL,NL,133,311,279,40,74,15,2,16,52,0,0,25,94,0.265,0.331,0.505,0.837,114,141,8,4,0,3,1,3/D5
NickÿAhmed\ahmedni01,27,ARI,NL,53,178,167,24,42,8,1,6,21,3,4,10,39,0.251,0.298,0.419,0.717,79,70,6,1,0,0,3,6
AndrewÿAlbers\alberan01,31,SEA,AL,1,3,1,0,1,0,0,0,1,0,0,0,0,1,1,1,2,453,1,0,0,2,0,0,/1
MattÿAlbers*\alberma01,34,WSN,NL,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
OzzieÿAlbies#\albieoz01,20,ATL,NL,57,244,217,34,62,9,5,6,28,8,1,21,36,0.286,0.354,0.456,0.81,110,99,3,3,1,2,0,4
AlÿAlburquerque\albural01,31,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
AlÿAlburquerque\albural01,31,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ArismendyÿAlcantara#\alcanar01,25,CIN,NL,70,108,105,13,18,3,1,1,7,2,0,2,38,0.171,0.187,0.248,0.435,12,26,2,0,1,0,0,4/89657
SandyÿAlcantara\alcansa01,21,STL,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
ScottÿAlexander*\alexasc02,27,KCR,AL,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
JorgeÿAlfaro\alfarjo01,24,PHI,NL,29,114,107,12,34,6,0,5,14,0,0,3,33,0.318,0.36,0.514,0.874,127,55,2,4,0,0,1,3-Feb
AnthonyÿAlford\alforan01,22,TOR,AL,4,8,8,0,1,1,0,0,0,0,0,0,3,0.125,0.125,0.25,0.375,-4,2,0,0,0,0,0,/79
CodyÿAllen\allenco01,28,CLE,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
GregÿAllen#\allengr01,24,CLE,AL,25,39,35,7,8,1,0,1,6,1,0,2,8,0.229,0.282,0.343,0.625,63,12,0,1,0,1,0,7-Aug
AbrahamÿAlmonte#\almonab01,28,CLE,AL,69,195,172,26,40,8,3,3,14,2,1,20,46,0.233,0.314,0.366,0.681,78,63,2,1,1,1,0,97/8D
AlbertÿAlmora\almoral01,23,CHC,NL,132,323,299,39,89,18,1,8,46,1,0,19,53,0.298,0.338,0.445,0.782,100,133,8,0,3,2,1,Aug-79
YonderÿAlonso*\alonsyo01,30,TOT,AL,142,521,451,72,120,22,0,28,67,2,0,68,118,0.266,0.365,0.501,0.866,134,226,9,2,0,0,6,*3/D
YonderÿAlonso*\alonsyo01,30,OAK,AL,100,371,319,52,85,17,0,22,49,1,0,50,88,0.266,0.369,0.527,0.896,141,168,6,2,0,0,6,3/D
YonderÿAlonso*\alonsyo01,30,SEA,AL,42,150,132,20,35,5,0,6,18,1,0,18,30,0.265,0.353,0.439,0.793,116,58,3,0,0,0,0,3
DanÿAltavilla\altavda01,24,SEA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
AaronÿAltherr\altheaa01,26,PHI,NL,107,412,372,58,101,24,5,19,65,5,4,32,104,0.272,0.34,0.516,0.856,122,192,12,7,0,1,2,798
JoseÿAltuve\altuvjo01,27,HOU,AL,153,662,590,112,204,39,4,24,81,32,6,58,84,0.346,0.41,0.547,0.957,160,323,19,9,1,4,3,*4/D
HendersonÿAlvarez\alvarhe01,27,PHI,NL,3,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/1
JoseÿAlvarez*\alvarjo02,28,LAA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
PedroÿAlvarez*\alvarpe01,30,BAL,AL,14,34,32,4,10,1,0,1,4,0,0,2,10,0.313,0.353,0.438,0.79,113,14,0,0,0,0,0,/D3
AlexiÿAmarista*\amarial01,28,COL,NL,96,176,168,22,40,10,0,3,19,1,0,7,38,0.238,0.269,0.351,0.62,51,59,5,0,1,0,0,46/8975
BrettÿAnderson*\anderbr04,29,TOT,MLB,6,8,7,0,1,0,0,0,1,0,0,1,3,0.143,0.25,0.143,0.393,6,1,0,0,0,0,0,1
BrettÿAnderson*\anderbr04,29,CHC,NL,6,8,7,0,1,0,0,0,1,0,0,1,3,0.143,0.25,0.143,0.393,6,1,0,0,0,0,0,/1
BrianÿAnderson\anderbr06,24,MIA,NL,25,95,84,11,22,7,1,0,8,0,0,10,28,0.262,0.337,0.369,0.706,94,31,1,0,0,1,0,5
ChaseÿAnderson\anderch01,29,MIL,NL,24,55,52,1,7,1,0,0,3,0,0,0,29,0.135,0.135,0.154,0.288,-25,8,1,0,3,0,0,1
DrewÿAnderson\anderdr02,23,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
TimÿAnderson\anderti01,24,CHW,AL,146,606,587,72,151,26,4,17,56,15,1,13,162,0.257,0.276,0.402,0.679,81,236,13,3,2,1,0,*6
TylerÿAnderson*\anderty01,27,COL,NL,17,33,26,1,1,0,0,0,0,0,0,1,17,0.038,0.074,0.038,0.113,-71,1,1,0,6,0,0,1
ElvisÿAndrus\andruel01,28,TEX,AL,158,689,643,100,191,44,4,20,88,25,10,38,101,0.297,0.337,0.471,0.808,105,303,18,3,1,4,0,*6/D
MiguelÿAndujar\andujmi01,22,NYY,AL,5,8,7,0,4,2,0,0,4,1,0,1,0,0.571,0.625,0.857,1.482,286,6,0,0,0,0,0,/5D
NoriÿAoki*\aokino01,35,TOT,MLB,109,374,336,48,93,20,2,5,35,10,2,29,44,0.277,0.335,0.393,0.728,98,132,12,3,1,5,1,79/8D1
NoriÿAoki*\aokino01,35,TOT,AL,82,258,234,32,64,13,1,5,27,5,2,16,34,0.274,0.319,0.402,0.721,96,94,11,2,1,5,1,79/8D1
NoriÿAoki*\aokino01,35,HOU,AL,70,224,202,28,55,12,1,2,19,5,2,15,29,0.272,0.323,0.371,0.694,91,75,11,2,1,4,1,79/D1
NoriÿAoki*\aokino01,35,TOR,AL,12,34,32,4,9,1,0,3,8,0,0,1,5,0.281,0.294,0.594,0.888,128,19,0,0,0,1,0,/978
NoriÿAoki*\aokino01,35,NYM,NL,27,116,102,16,29,7,1,0,8,5,0,13,10,0.284,0.371,0.373,0.743,101,38,1,1,0,0,0,Sep-78
JaysonÿAquino*\aquinja01,24,BAL,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/1
VictorÿArano\aranovi01,22,PHI,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ChrisÿArcher\archech01,28,TBR,AL,3,8,8,1,2,0,0,0,1,0,0,0,3,0.25,0.25,0.25,0.5,38,2,1,0,0,0,0,1
OrlandoÿArcia\arciaor01,22,MIL,NL,153,548,506,56,140,17,2,15,53,14,7,36,100,0.277,0.324,0.407,0.731,89,206,10,1,2,3,9,*6
NolanÿArenado\arenano01,26,COL,NL,159,680,606,100,187,43,7,37,130,3,2,62,106,0.309,0.373,0.586,0.959,130,355,21,4,1,6,9,*5
ShawnÿArmstrong\armstsh01,26,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JakeÿArrieta\arrieja01,31,CHC,NL,29,64,61,2,8,0,1,1,5,0,0,1,32,0.131,0.145,0.213,0.358,-9,13,0,0,2,0,0,1
BronsonÿArroyo\arroybr01,40,CIN,NL,15,29,26,0,4,0,0,0,0,0,0,0,10,0.154,0.154,0.154,0.308,-19,4,0,0,3,0,0,1
ChristianÿArroyo\arroych01,22,SFG,NL,34,135,125,9,24,5,0,3,14,1,2,8,32,0.192,0.244,0.304,0.548,44,38,4,1,0,1,1,56/4
CodyÿAsche*\ascheco01,27,CHW,AL,19,62,57,5,6,1,0,1,4,0,0,3,21,0.105,0.177,0.175,0.353,-3,10,1,2,0,0,1,D/357
AlecÿAsher\asheral01,25,BAL,AL,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
BarrettÿAstin\astinba01,25,CIN,NL,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,/1
CarlosÿAsuaje*\asuajca01,25,SDP,NL,89,343,307,28,83,14,1,4,21,0,1,28,76,0.27,0.334,0.362,0.696,87,111,6,2,5,1,0,3-Apr
TylerÿAustin\austity01,25,NYY,AL,20,46,40,4,9,2,0,2,8,0,0,4,17,0.225,0.283,0.425,0.708,83,17,1,0,0,2,0,/39D
AlexÿAvila*\avilaal01,30,TOT,MLB,112,376,311,41,82,13,1,14,49,0,1,62,120,0.264,0.387,0.447,0.834,120,139,10,1,1,1,2,23/D
AlexÿAvila*\avilaal01,30,DET,AL,77,264,219,30,60,11,0,11,32,0,1,43,80,0.274,0.394,0.475,0.869,131,104,6,1,0,1,2,23/D
AlexÿAvila*\avilaal01,30,CHC,NL,35,112,92,11,22,2,1,3,17,0,0,19,40,0.239,0.369,0.38,0.75,95,35,4,0,1,0,0,3-Feb
LuisÿAvilan*\avilalu01,27,LAD,NL,58,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
MikeÿAviles\avilemi01,36,MIA,NL,37,97,86,5,20,2,0,1,8,0,0,6,15,0.233,0.298,0.291,0.589,63,25,3,2,3,0,2,Jun-39
JohnÿAxford\axforjo01,34,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ErickÿAybar#\aybarer01,33,SDP,NL,108,370,333,37,78,15,1,7,22,11,4,28,57,0.234,0.3,0.348,0.648,73,116,5,4,3,2,2,1-Jun
HarrisonÿBader\baderha01,23,STL,NL,32,92,85,10,20,3,0,3,10,2,1,5,24,0.235,0.283,0.376,0.659,72,32,1,1,0,1,1,Aug-79
JavierÿBaez\baezja01,24,CHC,NL,145,508,469,75,128,24,2,23,75,10,3,30,144,0.273,0.317,0.48,0.796,102,225,10,1,6,2,15,46/539
PedroÿBaez\baezpe01,29,LAD,NL,61,2,1,0,0,0,0,0,1,0,0,1,1,0,0.5,0,0.5,52,0,0,0,0,0,0,1
AndrewÿBailey\bailean01,33,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
HomerÿBailey\baileho02,31,CIN,NL,17,35,28,4,7,2,0,0,0,0,0,0,11,0.25,0.25,0.321,0.571,48,9,0,0,7,0,0,1
AnthonyÿBanda*\bandaan01,23,ARI,NL,7,6,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,1,0,0,/1
JettÿBandy\bandyje01,27,MIL,NL,60,188,169,14,35,6,0,6,18,1,0,15,51,0.207,0.287,0.349,0.636,65,59,5,4,0,0,0,2
JohnnyÿBarbato\barbajo01,24,PIT,NL,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
AustinÿBarnes\barneau01,27,LAD,NL,102,262,218,35,63,15,2,8,38,4,1,39,43,0.289,0.408,0.486,0.895,138,106,6,5,0,0,1,24/5D
DannyÿBarnes*\barneda02,27,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JacobÿBarnes\barneja01,27,MIL,NL,68,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,,0,0,0,0,0,0,1
MattÿBarnes\barnema01,27,BOS,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
TonyÿBarnette\barneto01,33,TEX,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
DarwinÿBarney\barneda01,31,TOR,AL,129,362,336,34,78,14,0,6,25,7,2,18,64,0.232,0.275,0.327,0.602,60,110,13,2,5,1,0,456/7D
TuckerÿBarnhart#\barnhtu01,26,CIN,NL,121,423,370,26,100,24,2,7,44,4,0,42,68,0.27,0.347,0.403,0.75,95,149,12,3,5,3,11,*2
KyleÿBarraclough\barraky01,27,MIA,NL,62,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
FranklinÿBarreto\barrefr02,21,OAK,AL,25,76,71,10,14,1,2,2,6,2,0,5,33,0.197,0.25,0.352,0.602,62,25,1,0,0,0,0,64/D
JakeÿBarrett\barreja01,25,ARI,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
AntonioÿBastardo\bastaan01,31,PIT,NL,8,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,,0,0,0,0,0,0,/1
TrevorÿBauer\bauertr01,26,CLE,AL,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
BuddyÿBaumann*\baumabu01,29,SDP,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JoseÿBautista\bautijo02,36,TOR,AL,157,686,587,92,119,27,0,23,65,6,3,84,170,0.203,0.308,0.366,0.674,79,215,16,8,0,7,3,*9D/53
RafaelÿBautista\bautira01,24,WSN,NL,17,27,25,2,4,0,0,0,0,0,0,2,5,0.16,0.222,0.16,0.382,2,4,1,0,0,0,0,Sep-87
PedroÿBeato\beatope01,30,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
ChrisÿBeck\beckch02,26,CHW,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
GordonÿBeckham\beckhgo01,30,SEA,AL,11,18,17,2,3,0,0,0,0,1,0,1,2,0.176,0.222,0.176,0.399,12,3,2,0,0,0,0,/465
TimÿBeckham\beckhti01,27,TOT,AL,137,575,533,67,148,18,5,22,62,6,5,36,167,0.278,0.328,0.454,0.782,110,242,10,4,1,1,0,*64/5D
TimÿBeckham\beckhti01,27,TBR,AL,87,345,317,31,82,5,3,12,36,5,4,24,110,0.259,0.314,0.407,0.721,95,129,8,2,1,1,0,64/5
TimÿBeckham\beckhti01,27,BAL,AL,50,230,216,36,66,13,2,10,26,1,1,12,57,0.306,0.348,0.523,0.871,132,113,2,2,0,0,0,6/D
CamÿBedrosian\bedroca01,25,LAA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
MattÿBelisle\belisma01,37,MIN,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ChadÿBell\bellch02,28,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JoshÿBell#\belljo02,24,PIT,NL,159,620,549,75,140,26,6,26,90,2,4,66,117,0.255,0.334,0.466,0.8,109,256,15,1,0,4,4,*3/D
CodyÿBellinger*\bellico01,21,LAD,NL,132,548,480,87,128,26,4,39,97,10,3,64,146,0.267,0.352,0.581,0.933,143,279,5,1,0,3,13,37/98D
BrandonÿBelt*\beltbr01,29,SFG,NL,104,451,382,63,92,27,3,18,51,3,2,66,104,0.241,0.355,0.469,0.823,115,179,5,2,0,1,2,37/9
CarlosÿBeltran#\beltrca01,40,HOU,AL,129,509,467,60,108,29,0,14,51,0,0,33,102,0.231,0.283,0.383,0.666,81,179,9,3,0,6,3,D7/9
AdrianÿBeltre\beltrad01,38,TEX,AL,94,389,340,47,106,22,1,17,71,1,0,39,52,0.312,0.383,0.532,0.915,132,181,7,4,0,6,2,5D
AndrewÿBenintendi*\beninan01,22,BOS,AL,151,658,573,84,155,26,1,20,90,20,5,70,112,0.271,0.352,0.424,0.776,103,243,16,6,1,8,7,*78
JoaquinÿBenoit\benoijo01,39,TOT,NL,48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JoaquinÿBenoit\benoijo01,39,PHI,NL,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JoaquinÿBenoit\benoijo01,39,PIT,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
ChristianÿBergman\bergmch01,29,SEA,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
JoseÿBerrios\berrijo01,23,MIN,AL,3,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,8,1,0,0,0,0,0,1
QuintinÿBerry*\berryqu01,32,MIL,NL,7,3,3,0,0,0,0,0,0,2,1,0,2,0,0,0,0,-100,0,0,0,0,0,0,/78
DellinÿBetances\betande01,29,NYY,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ChristianÿBethancourt\bethach01,25,SDP,NL,8,7,7,0,1,0,0,0,0,0,0,0,3,0.143,0.143,0.143,0.286,-23,1,0,0,0,0,0,/14
ChadÿBettis\bettich01,28,COL,NL,9,15,11,1,1,0,0,0,1,0,0,1,6,0.091,0.167,0.091,0.258,-34,1,0,0,3,0,0,/1
MookieÿBetts\bettsmo01,24,BOS,AL,153,712,628,101,166,46,2,24,102,26,3,77,79,0.264,0.344,0.459,0.803,108,288,9,2,0,5,9,*9
JoeÿBiagini\biagijo01,27,TOR,AL,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-100,0,0,0,1,0,0,1
AustinÿBibens-Dirkx\bibenau01,32,TEX,AL,2,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0,1
GregÿBird*\birdgr01,24,NYY,AL,48,170,147,20,28,7,0,9,28,0,0,19,42,0.19,0.288,0.422,0.71,84,62,2,2,0,2,0,3/D
TyÿBlach\blachty01,26,SFG,NL,36,53,44,5,10,2,0,1,7,0,0,4,21,0.227,0.286,0.341,0.627,65,15,1,0,4,1,0,1
PaulÿBlackburn\blackpa01,23,OAK,AL,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,1
CharlieÿBlackmon*\blackch02,30,COL,NL,159,725,644,137,213,35,14,37,104,14,10,65,135,0.331,0.399,0.601,1,141,387,4,10,3,3,9,*8
AaronÿBlair\blairaa01,25,ATL,NL,1,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1,2,429,1,0,0,0,0,0,/1
AndresÿBlanco#\blancan01,33,PHI,NL,80,144,130,10,25,4,0,3,13,1,0,12,34,0.192,0.257,0.292,0.549,45,38,1,0,0,2,0,543/6D1
GregorÿBlanco*\blancgr01,33,ARI,NL,90,256,224,43,55,10,3,3,13,15,1,31,59,0.246,0.337,0.357,0.694,77,80,2,0,1,0,0,78/9
JoeÿBlanton\blantjo01,36,WSN,NL,48,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,,0,0,0,0,0,0,1
JabariÿBlash\blashja01,27,SDP,NL,61,195,164,24,35,6,0,5,16,1,2,28,66,0.213,0.333,0.341,0.675,82,56,5,2,0,1,0,97
MichaelÿBlazek\blazemi01,28,MIL,NL,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,1,0,0,0,0,/1
RichardÿBleier*\bleieri01,30,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JerryÿBlevins*\blevije01,33,NYM,NL,70,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
XanderÿBogaerts\bogaexa01,24,BOS,AL,148,635,571,94,156,32,6,10,62,15,1,56,116,0.273,0.343,0.403,0.746,95,230,17,6,0,2,6,*6
EmilioÿBonifacio#\bonifem01,32,ATL,NL,38,44,38,2,5,1,1,0,3,0,0,1,9,0.132,0.15,0.211,0.361,-7,8,1,0,4,1,0,/798
JorgeÿBonifacio\bonifjo01,24,KCR,AL,113,422,384,55,98,15,1,17,40,1,1,35,118,0.255,0.32,0.432,0.752,98,166,8,2,0,1,0,9/7D8
LisalvertoÿBonilla#\bonilli01,27,CIN,NL,7,8,6,0,1,0,0,0,0,0,0,1,3,0.167,0.375,0.167,0.542,50,1,0,1,0,0,0,1
JohnÿBormann\bormajo01,24,PIT,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,
BuddyÿBoshers*\boshebu01,29,MIN,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ChristopherÿBostick\bostich01,24,PIT,NL,20,32,27,6,8,2,0,0,1,0,1,4,9,0.296,0.406,0.37,0.777,109,10,0,1,0,0,0,/47
JustinÿBour*\bourju01,29,MIA,NL,108,429,377,52,109,18,0,25,83,1,0,47,95,0.289,0.366,0.536,0.902,143,202,10,1,0,4,7,3/D
PeterÿBourjos\bourjpe01,30,TBR,AL,100,203,188,27,42,9,3,5,15,5,4,12,53,0.223,0.272,0.383,0.655,76,72,2,1,1,1,0,789/D
MatthewÿBowman\bowmama01,26,STL,NL,71,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
BradÿBoxberger\boxbebr01,29,TBR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
MatthewÿBoyd*\boydma01,26,DET,AL,2,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,80,1,0,0,0,0,0,1
BradÿBrach\brachbr01,31,BAL,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
SilvinoÿBracho\brachsi01,24,ARI,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ChasenÿBradford\bradfch02,27,NYM,NL,25,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
ArchieÿBradley\bradlar01,24,ARI,NL,60,4,4,0,1,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5,28,1,0,0,0,0,0,1
JackieÿBradleyÿJr.*\bradlja02,27,BOS,AL,133,541,482,58,118,19,3,17,63,8,3,48,124,0.245,0.323,0.402,0.726,89,194,8,9,0,2,4,*8
MichaelÿBrantley*\brantmi02,30,CLE,AL,90,375,338,47,101,20,1,9,52,11,1,31,50,0.299,0.357,0.444,0.801,108,150,8,2,0,4,3,7/D
RobÿBrantly*\brantro01,27,CHW,AL,13,36,31,4,9,1,0,2,5,0,0,3,14,0.29,0.389,0.516,0.905,143,16,0,2,0,0,0,/2D1
StevenÿBrault*\braulst01,25,PIT,NL,12,13,13,2,3,1,0,0,2,0,0,0,0,0.231,0.231,0.308,0.538,41,4,0,0,0,0,0,1
RyanÿBraun\braunry02,33,MIL,NL,104,425,380,58,102,28,2,17,52,12,4,38,76,0.268,0.336,0.487,0.823,111,185,15,3,0,4,2,7/D
JohnÿBrebbia*\brebbjo01,27,STL,NL,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
AlexÿBregman\bregmal01,23,HOU,AL,155,626,556,88,158,39,5,19,71,17,5,55,97,0.284,0.352,0.475,0.827,125,264,15,7,1,7,2,*56/4D
CraigÿBreslow*\breslcr01,36,TOT,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
CraigÿBreslow*\breslcr01,36,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
AustinÿBrice\briceau01,25,CIN,NL,21,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,1
LewisÿBrinson\brinsle01,23,MIL,NL,21,55,47,2,5,0,1,2,3,1,0,7,17,0.106,0.236,0.277,0.513,34,13,0,1,0,0,1,/87
ZachÿBritton*\brittza01,29,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
RexÿBrothers*\brothre01,29,ATL,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JonathanÿBroxton\broxtjo01,33,STL,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
KeonÿBroxton\broxtke01,27,MIL,NL,143,463,414,66,91,15,4,20,49,21,7,40,175,0.22,0.299,0.42,0.719,85,174,3,7,1,1,1,*8
JayÿBruce*\bruceja01,30,TOT,MLB,146,617,555,82,141,29,2,36,101,1,1,57,139,0.254,0.324,0.508,0.832,117,282,11,2,0,3,0,*93/D
JayÿBruce*\bruceja01,30,NYM,NL,103,448,406,61,104,20,0,29,75,0,1,39,102,0.256,0.321,0.52,0.841,121,211,9,1,0,2,0,93/D
JayÿBruce*\bruceja01,30,CLE,AL,43,169,149,21,37,9,2,7,26,1,0,18,37,0.248,0.331,0.477,0.808,108,71,2,1,0,1,0,9/3D
JaycobÿBrugman*\brugmja01,25,OAK,AL,48,162,143,12,38,2,0,3,12,1,2,18,38,0.266,0.346,0.343,0.688,90,49,1,0,0,1,1,Aug-79
KrisÿBryant\bryankr01,25,CHC,NL,151,665,549,111,162,38,4,29,73,7,5,95,128,0.295,0.409,0.537,0.946,142,295,8,15,0,6,5,*5/9387
JakeÿBuchanan\buchaja01,27,CIN,NL,4,3,2,1,1,0,0,0,1,0,0,1,1,0.5,0.667,0.5,1.167,213,1,0,0,0,0,0,/1
ClayÿBuchholz*\buchhcl01,32,PHI,NL,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/1
RyanÿBuchter*\buchtry01,30,TOT,MLB,39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
