Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,PosÿSummary
AmedÿRosario\rosaram01,21,NYM,NL,46,170,165,16,41,4,4,4,10,7,3,3,49,0.248,0.271,0.394,0.665,76,65,3,2,0,0,0,6
EddieÿRosario*\rosared01,25,MIN,AL,151,589,542,79,157,33,2,27,78,9,8,35,106,0.29,0.328,0.507,0.836,119,275,10,0,4,8,1,*798/D
TrevorÿRosenthal\rosentr01,27,STL,NL,48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JoeÿRoss\rossjo01,24,WSN,NL,19,37,33,1,6,2,0,0,1,0,0,1,16,0.182,0.206,0.242,0.448,15,8,1,0,3,0,0,1
RobbieÿRoss*\rossro01,28,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
TysonÿRoss\rossty01,30,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ZacÿRosscup\rosscza01,29,TOT,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ZacÿRosscup\rosscza01,29,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
ZacÿRosscup\rosscza01,29,COL,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
RyanÿRua\ruary01,27,TEX,AL,63,144,129,17,28,6,0,3,12,2,2,14,52,0.217,0.294,0.333,0.627,61,43,3,0,1,0,0,73/D9
JustinÿRuggiano\ruggiju01,35,SFG,NL,19,63,60,2,13,1,0,2,4,1,1,1,17,0.217,0.238,0.333,0.571,49,20,0,1,0,1,0,Sep-78
CarlosÿRuiz\ruizca01,38,SEA,AL,53,145,125,14,27,8,0,3,11,1,0,14,38,0.216,0.313,0.352,0.665,82,44,4,4,1,1,0,2/3D1
JoseÿRuiz\ruizjo01,22,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
RioÿRuiz*\ruizri01,23,ATL,NL,53,173,150,22,29,5,0,4,19,1,0,19,41,0.193,0.283,0.307,0.59,55,46,4,1,0,3,1,3-May
DanÿRunzler*\runzlda01,32,PIT,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
CameronÿRupp\ruppca01,28,PHI,NL,88,331,295,35,64,17,0,14,34,1,0,34,114,0.217,0.299,0.417,0.716,87,123,5,1,0,1,3,2
ChrisÿRusin*\rusinch01,30,COL,NL,54,10,9,1,3,0,0,0,0,0,0,0,3,0.333,0.333,0.333,0.667,65,3,0,0,1,0,0,1
AddisonÿRussell\russead02,23,CHC,NL,110,385,352,52,84,21,3,12,43,2,1,29,91,0.239,0.304,0.418,0.722,84,147,5,4,0,0,5,6
JoshÿRutledge\rutlejo01,28,BOS,AL,37,118,107,10,24,2,1,0,9,1,0,9,31,0.224,0.297,0.262,0.558,49,28,1,2,0,0,0,54/3
Hyun-JinÿRyu\ryuhy01,30,LAD,NL,23,38,30,3,4,1,0,0,0,0,0,3,18,0.133,0.235,0.167,0.402,11,5,0,1,4,0,0,1
MarcÿRzepczynski*\rzepcma01,31,SEA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
CCÿSabathia*\sabatc.01,36,NYY,AL,2,4,3,0,0,0,0,0,0,0,0,1,2,0,0.25,0,0.25,-24,0,0,0,0,0,0,1
TylerÿSaladino\saladty01,27,CHW,AL,79,281,253,23,45,9,2,0,10,5,4,23,67,0.178,0.254,0.229,0.484,33,58,5,3,2,0,0,45D6/3
FernandoÿSalas\salasfe01,32,TOT,MLB,46,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,171,1,0,0,0,0,0,1
FernandoÿSalas\salasfe01,32,NYM,NL,46,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,171,1,0,0,0,0,0,1
ChrisÿSale*\salech01,28,BOS,AL,1,3,3,0,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1,152,2,0,0,0,0,0,1
JarrodÿSaltalamacchia#\saltaja01,32,TOR,AL,10,26,25,1,1,0,0,0,0,0,0,1,16,0.04,0.077,0.04,0.117,-67,1,0,0,0,0,0,/2D
JeffÿSamardzija\samarje01,32,SFG,NL,33,67,64,3,6,2,0,1,2,0,0,0,25,0.094,0.094,0.172,0.266,-32,11,0,0,3,0,0,1
AdrianÿSanchez\sanchad01,26,WSN,NL,34,75,71,6,19,7,0,0,11,0,2,1,25,0.268,0.288,0.366,0.654,67,26,2,1,2,0,0,Apr-65
AngelÿSanchez\sanchan03,27,PIT,NL,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,/1
AnibalÿSanchez\sanchan01,33,DET,AL,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
CarlosÿSanchez#\sanchca01,25,CHW,AL,141,534,484,63,129,19,8,12,59,8,9,35,111,0.267,0.319,0.413,0.732,97,200,10,4,7,4,2,45/D69
GaryÿSanchez\sanchga02,24,NYY,AL,122,525,471,79,131,20,0,33,90,2,1,40,120,0.278,0.345,0.531,0.876,126,250,9,10,0,4,1,2D/3
HectorÿSanchez#\sanchhe01,27,SDP,NL,75,143,137,14,30,4,0,8,25,0,0,5,41,0.219,0.245,0.423,0.668,74,58,4,0,0,1,1,2/3D
TonyÿSanchez\sanchto01,29,ATL,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,
PabloÿSandoval#\sandopa01,30,TOT,MLB,79,279,259,27,57,11,0,9,32,0,1,16,53,0.22,0.265,0.367,0.632,64,95,11,1,0,3,0,5/3D4
PabloÿSandoval#\sandopa01,30,BOS,AL,32,108,99,10,21,2,0,4,12,0,1,8,24,0.212,0.269,0.354,0.622,62,35,4,0,0,1,0,5/D4
PabloÿSandoval#\sandopa01,30,SFG,NL,47,171,160,17,36,9,0,5,20,0,0,8,29,0.225,0.263,0.375,0.638,66,60,7,1,0,2,0,3-May
MiguelÿSano\sanomi01,24,MIN,AL,114,483,424,75,112,15,2,28,77,0,0,54,173,0.264,0.352,0.507,0.859,126,215,12,4,0,1,5,5D/3
CarlosÿSantana#\santaca01,31,CLE,AL,154,667,571,90,148,37,3,23,79,5,1,88,94,0.259,0.363,0.455,0.818,112,260,11,6,0,2,6,*3/D9
DannyÿSantana#\santada01,26,TOT,MLB,82,178,168,19,34,10,2,4,23,7,0,8,41,0.202,0.243,0.357,0.6,55,60,3,1,1,0,1,7/9458D
DannyÿSantana#\santada01,26,MIN,AL,13,26,25,3,5,1,0,1,1,1,0,1,8,0.2,0.231,0.36,0.591,55,9,1,0,0,0,0,/7945D
DannyÿSantana#\santada01,26,ATL,NL,69,152,143,16,29,9,2,3,22,6,0,7,33,0.203,0.245,0.357,0.602,55,51,2,1,1,0,1,7/4958D
DomingoÿSantana\santado01,24,MIL,NL,151,607,525,88,146,29,0,30,85,15,4,73,178,0.278,0.371,0.505,0.875,126,265,12,6,0,3,2,*9
EdgarÿSantana\santaed01,25,PIT,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ErvinÿSantana\santaer01,34,MIN,AL,3,10,10,3,2,1,0,0,5,0,0,0,3,0.2,0.2,0.3,0.5,31,3,0,0,0,0,0,1
AnthonyÿSantander#\santaan02,22,BAL,AL,13,31,30,1,8,3,0,0,2,0,0,0,8,0.267,0.258,0.367,0.625,67,11,0,0,0,1,0,/97
LuisÿSardinas#\sardilu01,24,SDP,NL,29,53,49,3,8,0,0,0,1,1,0,4,11,0.163,0.226,0.163,0.39,7,8,1,0,0,0,0,/4651
MichaelÿSaunders*\saundmi01,30,TOT,MLB,73,234,218,26,44,9,2,6,21,0,1,15,55,0.202,0.256,0.344,0.6,57,75,2,1,0,0,2,9/7D
MichaelÿSaunders*\saundmi01,30,PHI,NL,61,214,200,25,41,9,2,6,20,0,1,13,51,0.205,0.257,0.36,0.617,61,72,2,1,0,0,2,9/D
MichaelÿSaunders*\saundmi01,30,TOR,AL,12,20,18,1,3,0,0,0,1,0,0,2,4,0.167,0.25,0.167,0.417,15,3,0,0,0,0,0,/79D
WarwickÿSaupold\saupowa01,27,DET,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
RobÿScahill*\scahiro01,30,MIL,NL,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
ScottÿSchebler*\schebsc01,26,CIN,NL,141,531,473,63,110,25,2,30,67,5,3,39,125,0.233,0.307,0.484,0.791,102,229,7,14,0,5,5,*98
MaxÿScherzer\scherma01,32,WSN,NL,30,72,62,4,10,0,0,1,5,0,0,4,16,0.161,0.212,0.21,0.422,10,13,0,0,6,0,0,1
RyanÿSchimpf*\schimry01,29,SDP,NL,53,197,165,24,26,2,0,14,25,0,0,27,70,0.158,0.284,0.424,0.709,86,70,0,3,0,2,0,5/D
JonathanÿSchoop\schoojo01,25,BAL,AL,160,675,622,92,182,35,0,32,105,1,0,35,142,0.293,0.338,0.503,0.841,124,313,20,11,0,7,0,*4/6
A.J.ÿSchugel\schugaj01,28,PIT,NL,30,2,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,52,0,0,0,0,0,0,1
KyleÿSchwarber*\schwaky01,24,CHC,NL,129,486,422,67,89,16,1,30,59,1,1,59,150,0.211,0.315,0.467,0.782,99,197,6,5,0,0,1,*7/D23
RobbyÿScott#\scottro02,27,BOS,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
CoreyÿSeager*\seageco01,23,LAD,NL,145,613,539,85,159,33,0,22,77,4,2,67,131,0.295,0.375,0.479,0.854,126,258,14,4,0,3,5,*6/D
KyleÿSeager*\seageky01,29,SEA,AL,154,650,578,72,144,33,1,27,88,2,1,58,110,0.249,0.323,0.45,0.773,109,260,6,8,0,6,6,*5
RobÿSegedin\segedro01,28,LAD,NL,13,20,20,3,4,2,0,0,1,0,0,0,7,0.2,0.2,0.3,0.5,31,6,0,0,0,0,0,/357
JeanÿSegura\segurje01,27,SEA,AL,125,566,524,80,157,30,2,11,45,22,8,34,83,0.3,0.349,0.427,0.776,111,224,14,6,0,1,3,*6
SteveÿSelsky\selskst01,27,BOS,AL,8,9,9,0,1,1,0,0,0,0,0,0,5,0.111,0.111,0.222,0.333,-16,2,0,0,0,0,0,/5D8
MarcusÿSemien\semiema01,26,OAK,AL,85,386,342,53,85,19,1,10,40,12,1,38,85,0.249,0.325,0.398,0.722,97,136,3,2,1,3,0,6
AntonioÿSenzatela\senzaan01,22,COL,NL,33,39,32,1,4,1,0,0,5,0,0,0,20,0.125,0.125,0.156,0.281,-31,5,0,0,7,0,0,1
LuisÿSeverino\severlu01,23,NYY,AL,2,5,5,1,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,6,1,0,0,0,0,0,1
PedroÿSeverino\severpe01,23,WSN,NL,17,31,29,0,5,1,0,0,3,0,0,2,10,0.172,0.226,0.207,0.433,13,6,0,0,0,0,1,2/D
PaulÿSewald\sewalpa01,27,NYM,NL,56,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
KevinÿShackelford\shackke01,28,CIN,NL,26,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,75,1,0,0,0,0,0,1
BryanÿShaw#\shawbr01,29,CLE,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
TravisÿShaw*\shawtr01,27,MIL,NL,144,606,538,84,147,34,1,31,101,10,0,60,138,0.273,0.349,0.513,0.862,121,276,20,4,1,3,6,*5/3D
JimmieÿSherfy\sherfji01,25,ARI,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
RyanÿSherriff*\sherrry01,27,STL,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
BradenÿShipley\shiplbr01,25,ARI,NL,9,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,1
MattÿShoemaker\shoemma01,30,LAA,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
ChasenÿShreve*\shrevch01,26,NYY,AL,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
KevinÿSiegrist*\siegrke01,27,TOT,NL,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
KevinÿSiegrist*\siegrke01,27,STL,NL,36,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
KevinÿSiegrist*\siegrke01,27,PHI,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
MagneurisÿSierra*\sierrma01,21,STL,NL,22,64,60,10,19,0,0,0,5,2,2,4,14,0.317,0.359,0.317,0.676,82,19,0,0,0,0,0,/987
AndreltonÿSimmons\simmoan01,27,LAA,AL,158,647,589,77,164,38,2,14,69,19,6,47,67,0.278,0.331,0.421,0.752,102,248,20,3,0,8,0,*6
LucasÿSims\simslu01,23,ATL,NL,14,18,15,1,1,0,0,0,0,0,0,0,8,0.067,0.067,0.067,0.133,-65,1,0,0,3,0,0,1
TonyÿSipp*\sippto01,33,HOU,AL,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
ChanceÿSisco*\siscoch01,22,BAL,AL,10,22,18,3,6,2,0,2,4,0,0,3,7,0.333,0.455,0.778,1.232,225,14,0,1,0,0,0,2
TylerÿSkaggs*\skaggty01,25,LAA,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
EricÿSkoglund*\skogler01,24,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
DanÿSlania\slanida01,25,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
AustinÿSlater\slateau01,24,SFG,NL,34,127,117,15,33,3,1,3,16,0,0,8,29,0.282,0.339,0.402,0.74,95,47,3,2,0,0,0,7/958
CalebÿSmith\smithca03,25,NYY,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
CarsonÿSmith\smithca02,27,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
ChrisÿSmith\smithch08,36,OAK,AL,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
DominicÿSmith*\smithdo02,22,NYM,NL,49,183,167,17,33,6,0,9,26,0,0,14,49,0.198,0.262,0.395,0.658,73,66,5,1,0,1,0,3
DwightÿSmithÿJr.*\smithdw02,24,TOR,AL,12,29,27,2,10,2,0,0,1,1,0,1,10,0.37,0.414,0.444,0.858,130,12,0,1,0,0,0,/789
JoeÿSmith\smithjo05,33,TOT,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JoeÿSmith\smithjo05,33,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JoshÿSmith\smithjo07,29,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
KevanÿSmith\smithke04,29,CHW,AL,87,294,276,23,78,17,0,4,30,0,0,9,46,0.283,0.309,0.388,0.697,88,107,9,3,2,3,0,2/D
MallexÿSmith*\smithma05,24,TBR,AL,81,282,256,33,69,8,4,2,12,16,5,23,62,0.27,0.329,0.355,0.684,87,91,2,0,2,1,0,87/9D
SethÿSmith*\smithse01,34,BAL,AL,111,373,330,50,85,19,0,13,32,2,0,36,79,0.258,0.34,0.433,0.774,108,143,7,6,0,1,3,97/D
TylerÿSmith\smithty01,25,SEA,AL,10,19,16,2,3,1,0,0,1,0,0,1,8,0.188,0.263,0.25,0.513,42,4,0,1,0,1,0,/64D
JustinÿSmoak#\smoakju01,30,TOR,AL,158,637,560,85,151,29,1,38,90,0,1,73,128,0.27,0.355,0.529,0.883,131,296,17,2,0,2,3,*3/D
JoshÿSmoker*\smokejo01,28,NYM,NL,49,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,1
JakeÿSmolinski\smolija01,28,OAK,AL,16,29,27,1,7,1,0,0,0,0,0,1,6,0.259,0.31,0.296,0.607,68,8,0,1,0,0,0,/8D79
BlakeÿSnell*\snellbl01,24,TBR,AL,3,7,5,0,0,0,0,0,0,0,0,1,1,0,0.167,0,0.167,-48,0,0,0,1,0,0,1
MiguelÿSocolovich\socolmi01,30,STL,NL,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
EricÿSogard*\sogarer01,31,MIL,NL,94,299,249,37,68,15,1,3,18,3,3,45,37,0.273,0.393,0.378,0.77,103,94,7,4,1,0,2,46/57
YangervisÿSolarte#\solarya01,29,SDP,NL,128,512,466,49,119,21,0,18,64,3,0,37,61,0.255,0.314,0.416,0.731,94,194,18,5,0,4,4,465/3D
JorgeÿSoler\solerjo01,25,KCR,AL,35,110,97,7,14,5,0,2,6,0,0,12,36,0.144,0.245,0.258,0.503,35,25,5,1,0,0,1,9D/7
SammyÿSolis\solissa01,28,WSN,NL,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JoakimÿSoria\soriajo01,33,KCR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
GeovanyÿSoto\sotoge01,34,CHW,AL,13,48,42,5,8,0,0,3,9,0,0,4,10,0.19,0.271,0.405,0.676,80,17,2,1,0,1,0,2
StevenÿSouzaÿJr.\souzast01,28,TBR,AL,148,617,523,78,125,21,2,30,78,16,4,84,179,0.239,0.351,0.459,0.81,119,240,9,7,2,1,2,*9/D8
DenardÿSpan*\spande01,33,SFG,NL,129,542,497,73,135,31,5,12,43,12,7,40,69,0.272,0.329,0.427,0.756,98,212,11,3,1,1,0,*8
CoryÿSpangenberg*\spangco01,26,SDP,NL,129,486,444,57,117,18,2,13,46,11,3,34,128,0.264,0.322,0.401,0.723,92,178,2,5,2,1,1,57/4
GeorgeÿSpringer\springe01,27,HOU,AL,140,629,548,112,155,29,0,34,85,5,7,64,111,0.283,0.367,0.522,0.889,141,286,11,11,0,4,1,*89/D
JacobÿStallings\stallja01,27,PIT,NL,5,16,14,3,5,2,0,0,3,0,0,2,2,0.357,0.438,0.5,0.938,149,7,0,0,0,0,1,/2
CraigÿStammen\stammcr01,33,SDP,NL,57,8,6,2,3,1,0,0,0,0,0,2,2,0.5,0.625,0.667,1.292,247,4,0,0,0,0,0,1
GiancarloÿStanton\stantmi03,27,MIA,NL,159,692,597,123,168,32,0,59,132,2,2,85,163,0.281,0.376,0.631,1.007,169,377,13,7,0,3,13,*9/D
BrockÿStassi*\stassbr01,27,PHI,NL,51,90,78,6,13,2,1,2,7,0,0,12,22,0.167,0.278,0.295,0.573,52,23,3,0,0,0,0,7-Mar
MaxÿStassi\stassma01,26,HOU,AL,14,31,24,5,4,1,0,2,4,0,0,6,4,0.167,0.323,0.458,0.781,112,11,2,0,0,1,0,2/D3
DrewÿSteckenrider\steckdr01,26,MIA,NL,35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
JacksonÿStephens\stephja01,23,CIN,NL,7,6,6,1,2,0,0,0,2,0,0,0,2,0.333,0.333,0.333,0.667,75,2,0,0,0,0,0,/1
RobertÿStephenson\stephro01,24,CIN,NL,25,25,23,1,1,0,0,0,0,0,0,0,15,0.043,0.043,0.043,0.087,-77,1,1,0,2,0,0,1
AndrewÿStevenson*\stevean01,23,WSN,NL,37,66,57,5,9,2,0,0,1,1,0,7,20,0.158,0.25,0.193,0.443,17,11,0,0,2,0,0,Sep-78
BrockÿStewart*\stewabr01,25,LAD,NL,16,5,4,0,1,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5,34,1,0,0,1,0,0,1
ChrisÿStewart\stewach01,35,PIT,NL,51,144,131,8,24,1,2,0,4,0,0,9,22,0.183,0.241,0.221,0.463,24,29,3,1,3,0,1,2
DrewÿStoren#\storedr01,29,CIN,NL,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
TrevorÿStory\storytr01,24,COL,NL,145,555,503,68,120,32,3,24,82,7,2,49,191,0.239,0.308,0.457,0.765,84,230,12,2,0,1,4,*6
MattÿStrahm\strahma01,25,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
DanÿStraily\straida01,28,MIA,NL,31,64,55,2,4,1,0,0,1,0,0,1,33,0.073,0.089,0.091,0.18,-50,5,1,0,8,0,0,1
StephenÿStrasburg\strasst01,28,WSN,NL,26,60,54,5,7,0,0,2,3,0,0,2,14,0.13,0.161,0.241,0.401,2,13,0,0,4,0,0,1
ChrisÿStratton\stratch01,26,SFG,NL,12,16,14,1,2,0,0,0,0,0,0,0,3,0.143,0.143,0.143,0.286,-24,2,0,0,2,0,0,1
HustonÿStreet\streehu01,33,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
HunterÿStrickland\strichu01,28,SFG,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
RossÿStripling\stripro01,27,LAD,NL,48,9,9,2,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,0,0,0,1
MarcusÿStroman\stromma01,26,TOR,AL,3,7,7,2,2,1,0,1,1,0,0,0,4,0.286,0.286,0.857,1.143,186,6,0,0,0,0,0,1
PedroÿStrop\stroppe01,32,CHC,NL,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
DrewÿStubbs\stubbdr01,32,SFG,NL,10,24,22,0,2,0,0,0,0,0,0,2,9,0.091,0.167,0.091,0.258,-29,2,0,0,0,0,0,8
DanielÿStumpf*\stumpda01,26,DET,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
AlbertÿSuarez\suareal01,27,SFG,NL,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
EugenioÿSuarez\suareeu01,25,CIN,NL,156,632,534,87,139,25,2,26,82,4,5,84,147,0.26,0.367,0.461,0.828,115,246,16,9,0,5,1,*5/6
JesusÿSucre\sucreje01,29,TBR,AL,62,192,176,20,45,6,0,7,29,2,0,7,35,0.256,0.289,0.409,0.699,88,72,6,3,2,4,0,1-Feb
AndrewÿSusac\susacan01,27,MIL,NL,8,12,12,0,1,0,0,0,0,0,0,0,6,0.083,0.083,0.083,0.167,-56,1,0,0,0,0,0,/2
BrentÿSuter*\suterbr01,27,MIL,NL,21,21,18,1,3,0,0,0,1,0,0,0,8,0.167,0.211,0.167,0.377,1,3,0,1,2,0,0,1
IchiroÿSuzuki*\suzukic01,43,MIA,NL,136,215,196,19,50,6,0,3,20,1,1,17,35,0.255,0.318,0.332,0.649,79,65,2,1,1,0,1,98/7D
KurtÿSuzuki\suzukku01,33,ATL,NL,81,309,276,38,78,13,0,19,50,0,0,17,39,0.283,0.351,0.536,0.887,128,148,5,13,1,2,2,2
DansbyÿSwanson\swansda01,23,ATL,NL,144,551,488,59,113,23,2,6,51,3,3,59,120,0.232,0.312,0.324,0.636,68,158,7,0,0,4,10,*6
AnthonyÿSwarzak\swarzan01,31,TOT,MLB,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
AnthonyÿSwarzak\swarzan01,31,CHW,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
AnthonyÿSwarzak\swarzan01,31,MIL,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
BlakeÿSwihart#\swihabl01,25,BOS,AL,6,7,5,1,1,0,0,0,0,0,0,2,3,0.2,0.429,0.2,0.629,75,1,0,0,0,0,0,/2D
NoahÿSyndergaard*\syndeno01,24,NYM,NL,7,13,9,0,2,0,0,0,0,0,0,3,5,0.222,0.417,0.222,0.639,80,2,0,0,1,0,0,/1
MattÿSzczur\szczuma01,27,TOT,NL,119,237,195,28,44,12,2,3,18,0,2,34,44,0.226,0.35,0.354,0.704,89,69,2,4,3,1,0,789
MattÿSzczur\szczuma01,27,CHC,NL,15,23,19,2,4,1,0,0,3,0,0,2,4,0.211,0.273,0.263,0.536,40,5,0,0,1,1,0,/798
MattÿSzczur\szczuma01,27,SDP,NL,104,214,176,26,40,11,2,3,15,0,2,32,40,0.227,0.358,0.364,0.722,95,64,2,4,2,0,0,789
TravisÿTaijeron\taijetr01,28,NYM,NL,26,59,52,3,9,2,0,1,3,0,0,5,24,0.173,0.271,0.269,0.54,47,14,1,2,0,0,0,9
JamesonÿTaillon\taillja01,25,PIT,NL,23,43,38,2,6,0,0,0,0,0,0,0,15,0.158,0.158,0.158,0.316,-15,6,2,0,5,0,0,1
MasahiroÿTanaka\tanakma01,28,NYY,AL,1,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,1,0,0,1
RaimelÿTapia*\tapiara01,23,COL,NL,70,171,160,27,46,12,2,2,16,5,2,8,36,0.288,0.329,0.425,0.754,84,68,3,2,1,0,1,97/8D
MikeÿTauchman*\tauchmi01,26,COL,NL,31,32,27,2,6,0,1,0,2,1,2,5,10,0.222,0.344,0.296,0.64,60,8,1,0,0,0,0,/879
BenÿTaylor\taylobe10,24,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
ChrisÿTaylor\tayloch03,26,LAD,NL,140,568,514,85,148,34,5,21,72,17,4,50,142,0.288,0.354,0.496,0.85,123,255,2,3,0,1,0,8746/5
MichaelÿA.ÿTaylor\taylomi02,26,WSN,NL,118,432,399,55,108,23,3,19,53,17,7,29,137,0.271,0.32,0.486,0.806,104,194,3,1,1,2,3,*8/9
JunichiÿTazawa\tazawju01,31,MIA,NL,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
JulioÿTeheran\teherju01,26,ATL,NL,35,72,57,4,8,0,0,0,6,0,0,1,17,0.14,0.167,0.14,0.307,-18,8,0,1,12,1,0,1
RubenÿTejada\tejadru01,27,BAL,AL,41,124,113,17,26,6,0,0,5,0,0,8,15,0.23,0.293,0.283,0.576,58,32,6,2,1,0,0,Jun-54
TomasÿTelis#\telisto01,26,MIA,NL,48,111,104,13,25,5,3,0,9,0,0,3,10,0.24,0.279,0.346,0.625,70,36,1,3,0,1,0,2-Mar
RyanÿTepera\teperry01,29,TOR,AL,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
NickÿTepesch\tepesni01,28,TOT,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/1
NickÿTepesch\tepesni01,28,TOR,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/1
